iter	MultiClass
763	0.0853610833
764	0.08534777149
765	0.08534074935
766	0.08532645112
767	0.08531201617
768	0.08529780584
769	0.08528801976
770	0.08527784302
771	0.08525906195
772	0.08524700026
773	0.08523485068
774	0.08522668585
775	0.08521962463
776	0.08520726019
777	0.08519954461
778	0.08518836192
779	0.08517708156
780	0.08516076166
781	0.08514258611
782	0.08512941104
783	0.08511994726
784	0.08510346133
785	0.08508543228
786	0.08507546064
787	0.08505467743
788	0.08503928535
789	0.08501840447
790	0.08501291567
791	0.08500097119
792	0.08498786448
793	0.08497944572
794	0.0849645322
795	0.08495377923
796	0.08493181427
797	0.08491591433
798	0.08490381358
799	0.08489000368
800	0.08487001156
801	0.08485555707
802	0.08484924788
803	0.08482894323
804	0.08481074815
805	0.08480647041
806	0.08479487752
807	0.08478725961
808	0.08477009979
809	0.08475778417
810	0.08475215864
811	0.08473887614
812	0.08472997881
813	0.0847175167
814	0.08470887331
815	0.08469720228
816	0.08467994479
817	0.08467721016
818	0.08466778544
819	0.08465911275
820	0.08464936574
821	0.08463674736
822	0.08462312303
823	0.08461936291
824	0.08460250585
825	0.08459425311
826	0.08457889034
827	0.08456710211
828	0.08456168168
829	0.08455048922
830	0.08454210952
831	0.08452930558
832	0.08452010549
833	0.08451365957
834	0.08450906929
835	0.08450252571
836	0.08449193877
837	0.08448359814
838	0.08446982731
839	0.08445552908
840	0.08444946406
841	0.08443739261
842	0.08442877851
843	0.08441407986
844	0.08440420588
845	0.08439712513
846	0.0843888724
847	0.08438062944
848	0.08436454394
849	0.08433574239
850	0.08431190225
851	0.08429618787
852	0.08428493681
853	0.08427658642
854	0.08426726913
855	0.08425153522
856	0.08424173938
857	0.08423462933
858	0.08421897356
859	0.08419945023
860	0.08417937998
861	0.0841689493
862	0.08416335307
863	0.08414372231
864	0.08412474591
865	0.08410949057
866	0.084101482
867	0.08409642293
868	0.08408240793
869	0.08406666426
870	0.08405120382
871	0.08403936676
872	0.08402982485
873	0.08401820266
874	0.08400447089
875	0.0839952708
876	0.08398400021
877	0.08397397973
878	0.08396825654
879	0.08396117579
880	0.08395165341
881	0.08393802907
882	0.08392007816
883	0.08391266535
884	0.08390633663
885	0.08389039763
886	0.08388281878
887	0.0838763631
888	0.08386083429
889	0.0838519565
890	0.08383912325
891	0.08383448415
892	0.08382326238
893	0.08381538078
894	0.08380146345
895	0.0837840204
896	0.08377075743
897	0.08376323719
898	0.08375738703
899	0.08374364549
900	0.08373121268
901	0.08372503046
902	0.08371666053
903	0.08370409098
904	0.08369341614
905	0.08367978205
906	0.08367397095
907	0.08366362818
908	0.08365796358
909	0.08364435878
910	0.08363300029
911	0.08361573303
912	0.08361117205
913	0.08360597625
914	0.08359064277
915	0.08357907918
916	0.08356799415
917	0.08356459539
918	0.08355707515
919	0.08354557993
920	0.08353241462
921	0.08352440605
922	0.0835176476
923	0.08350715833
924	0.08350069288
925	0.08349360236
926	0.08348467574
927	0.08347518266
928	0.08346521101
929	0.08345253404
930	0.08344624438
931	0.08343373343
932	0.08342611553
933	0.08341515746
934	0.08340619177
935	0.08339657172
936	0.08338800646
937	0.08337673587
938	0.08336097266
939	0.08334776829
940	0.08334228926
941	0.08333314777
942	0.08332675068
943	0.08331365374
944	0.08330621163
945	0.08328684457
946	0.08327182362
947	0.08326116832
948	0.08325535722
949	0.08324861831
950	0.08324189892
951	0.08322918288
952	0.08321132963
953	0.0832033992
954	0.08318725509
955	0.08317640446
956	0.08316932371
957	0.08314272941
958	0.08313473061
959	0.08312943714
960	0.08311683829
961	0.0831104119
962	0.08308867157
963	0.0830780651
964	0.08307171685
965	0.0830675856
966	0.08305250605
967	0.08303989744
968	0.08302747439
969	0.08301467045
970	0.08301100799
971	0.08299942487
972	0.08299358447
973	0.08298951182
974	0.08297937415
975	0.08297057449
976	0.08296431413
977	0.08295708689
978	0.08294361882
979	0.0829291741
980	0.08291899736
981	0.08291464148
982	0.08290348808
983	0.08289666126
984	0.08289345784
985	0.08288300763
986	0.08286875824
987	0.08285689188
988	0.08284958651
989	0.08283619657
990	0.0828281294
991	0.08282223041
992	0.08281763037
993	0.08281011989
994	0.08280774662
995	0.08280319541
996	0.08279562634
997	0.082782002
998	0.08276553561
999	0.08276133599
